"","EXT1","EXT2","EXT3","EXT4","EXT5","EXT6","EXT7","EXT8","EXT9","EXT10","EST1","EST2","EST3","EST4","EST5","EST6","EST7","EST8","EST9","EST10","AGR1","AGR2","AGR3","AGR4","AGR5","AGR6","AGR7","AGR8","AGR9","AGR10","CSN1","CSN2","CSN3","CSN4","CSN5","CSN6","CSN7","CSN8","CSN9","CSN10","OPN1","OPN2","OPN3","OPN4","OPN5","OPN6","OPN7","OPN8","OPN9","OPN10","EXT1_E","EXT2_E","EXT3_E","EXT4_E","EXT5_E","EXT6_E","EXT7_E","EXT8_E","EXT9_E","EXT10_E","EST1_E","EST2_E","EST3_E","EST4_E","EST5_E","EST6_E","EST7_E","EST8_E","EST9_E","EST10_E","AGR1_E","AGR2_E","AGR3_E","AGR4_E","AGR5_E","AGR6_E","AGR7_E","AGR8_E","AGR9_E","AGR10_E","CSN1_E","CSN2_E","CSN3_E","CSN4_E","CSN5_E","CSN6_E","CSN7_E","CSN8_E","CSN9_E","CSN10_E","OPN1_E","OPN2_E","OPN3_E","OPN4_E","OPN5_E","OPN6_E","OPN7_E","OPN8_E","OPN9_E","OPN10_E","dateload","screenw","screenh","introelapse","testelapse","endelapse","IPC","country","lat_appx_lots_of_err","long_appx_lots_of_err"
"31",2,4,5,4,4,1,5,4,4,3,3,4,5,5,2,2,2,1,1,1,5,5,1,5,2,4,1,5,5,4,4,1,4,1,5,1,5,3,1,5,5,3,3,3,3,4,4,4,5,5,66291,7639,11751,7917,8821,13492,11075,15802,26925,7881,8704,6311,5567,17017,11011,12379,7126,6060,4489,3995,6227,7262,5414,10026,25401,12106,7362,8470,3740,18925,8393,5943,22055,13174,9951,10202,16399,11272,5144,18321,9536,9592,11259,17958,12457,5293,5703,4796,15361,6056,"2016-03-03 02:30:46",1366,768,5,586,14,1,"SE","58.3013","14.2878"
"32",2,4,2,4,3,4,2,5,2,4,5,3,5,2,4,4,4,2,4,4,1,4,1,5,2,4,2,4,4,3,4,2,4,2,5,1,5,2,5,4,4,2,5,3,3,2,3,2,4,3,7476,2291,3055,3252,5151,2201,4907,3093,1028,6672,2851,4240,3943,1911,3049,4947,3544,1751,3599,4343,5573,3062,3135,1219,3834,1171,1703,3307,4517,3352,3357,6901,5467,2760,3213,44893,3548,3022,7027,4723,2457,3591,6771,1965,2188,3446,12886,2729,4261,2500,"2016-03-03 02:31:31",360,640,7,234,6,1,"CH","46.0083","8.9495"
"33",3,2,4,2,2,3,3,2,4,4,1,5,1,5,3,1,2,1,3,1,2,4,1,4,2,4,2,4,4,4,4,5,3,1,1,4,1,1,1,3,4,2,4,2,5,1,4,1,4,5,9135,4053,3881,3885,12883,3619,4586,4525,5217,5029,6248,12136,3954,4666,10503,3767,10494,3834,3785,2450,4200,5283,3862,12300,5451,5198,6020,8120,4833,4307,20369,3433,4949,6319,8783,8118,5868,3997,7567,5748,2666,3656,4064,10135,3115,6601,3226,6435,7599,2127,"2016-03-03 02:33:42",768,1024,33,305,8,2,"FR","44.737","2.1233"
"34",3,4,3,2,5,4,2,4,4,4,5,2,4,2,5,5,5,5,5,4,2,4,3,3,3,4,2,3,4,3,2,2,5,3,1,4,4,5,1,2,2,2,4,2,4,2,5,3,4,4,11793,4232,4272,4199,1503,3344,5761,5943,3823,2751,5857,4867,2560,32973,4352,2065,1968,15395,1864,2740,6201,2344,3408,4169,5200,2120,5794,6497,2800,4193,2663,17752,2832,4711,7760,5263,3609,34713,2768,7248,3320,4344,3600,8431,3017,5751,4535,3576,4992,2020,"2016-03-03 02:33:52",1920,1080,2,299,18,1,"FR","48.8833","2.2667"
"35",2,2,0,2,5,1,2,3,3,4,4,3,4,3,2,4,4,5,5,5,1,5,1,5,1,2,5,1,2,2,2,5,2,3,2,4,4,4,4,3,5,4,5,1,4,4,2,2,1,2,6614,3253,0,2948,2886,5788,7362,3486,5833,1864,9658,4485,1668,5530,2208,7753,3079,3923,3539,3557,3635,6331,2160,2254,3378,10014,2161,9255,4618,5679,6474,3144,6786,5788,8226,3362,4882,5530,2792,3688,3057,12574,2926,7642,5108,3307,5445,5451,6004,3237,"2016-03-03 02:35:21",1536,864,6,243,10,1,"GB","52.75","-3.8833"
"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2280,NA,NA,1904,NA,NA,NA,NA,5280,NA,2328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2272,NA,NA,NA,NA,NA,NA,1744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA
"37",5,1,4,1,5,2,5,2,5,3,4,2,5,3,4,2,4,4,4,2,2,4,2,5,1,4,1,3,5,3,3,5,2,4,4,5,3,3,2,4,2,2,4,2,3,2,4,2,5,4,4281,3342,6485,2471,1508,3423,14518,3106,2496,2403,413,4440,2430,8096,2097,2445,1809,1681,1986,2490,5728,2780,663,5988,2905,762,1229,6650,555,3752,3204,2920,4362,913,2714,4655,1761,706,2065,2314,2875,4311,2032,655,2025,2319,1937,5424,2051,2366,"2016-03-03 02:39:16",1024,768,4,156,14,1,"TH","13.75","100.4667"
"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1838,NA,NA,3245,NA,NA,NA,NA,1283,NA,2040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1658,NA,NA,NA,NA,NA,NA,2227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"39",2,3,3,4,2,4,1,3,3,4,4,5,3,3,3,3,1,1,2,3,2,2,1,3,3,3,3,3,3,4,4,5,4,2,2,3,2,2,2,3,4,1,3,1,3,2,4,3,4,3,10603,9277,2348,4290,6426,2585,4728,2568,4965,2977,5427,4059,1300,3543,2943,2521,4115,1956,3006,1907,5022,2015,2626,3132,2197,1594,4290,3726,2854,3309,2790,4557,4844,4299,2756,13206,2112,5053,3800,2641,5582,5284,1924,5101,2602,3249,2059,4338,3978,1472,"2016-03-03 02:40:14",1920,1080,15,196,9,1,"GB","51.5","-0.13"
"40",5,1,5,2,5,1,5,2,4,2,2,4,3,3,4,2,2,2,2,3,1,5,3,5,1,5,1,5,4,5,2,5,3,2,1,4,1,1,2,5,5,1,4,1,4,1,5,4,4,4,9603,48568,4696,4296,2576,2631,4848,6216,4032,3424,3776,2304,2416,6464,4432,4384,2248,3832,5272,6656,2127,1671,1920,3368,2744,2584,2784,1872,2400,3223,2984,3000,2080,4944,1880,5775,2968,3856,2480,4272,2088,5736,2776,2424,2304,4168,4328,3912,2592,1184,"2016-03-03 02:42:18",1440,900,4,224,12,3,"GB","51.5","-0.13"
"41",2,3,3,4,3,3,1,4,2,3,5,2,5,3,4,3,5,4,3,3,2,4,2,4,3,4,3,4,3,3,4,4,4,3,1,2,4,3,3,3,3,3,4,4,3,3,2,2,4,3,5159,1848,2041,3896,2664,1288,2800,1344,1513,1392,2064,1640,2080,3712,2344,4471,1752,3576,3648,2320,1695,3024,5247,3064,9215,2536,4944,2128,2367,840,5568,8328,3480,3096,2312,4808,3768,1712,3336,1840,3944,2591,3656,4503,2648,4600,2688,1831,7176,1280,"2016-03-03 02:42:39",1366,768,25,163,8,1,"IT","42.8333","12.8333"
"42",3,4,3,4,4,2,2,2,4,4,1,2,4,2,4,4,4,4,3,3,1,4,2,4,2,5,2,4,4,4,4,2,2,2,4,2,4,2,4,4,5,2,4,2,4,2,5,4,4,3,23500,2497,2606,1670,2689,2904,2259,3471,1826,1788,1961,1964,1586,3430,4548,3660,2408,3444,5322,1718,1736,2869,3961,1109,8151,2532,3445,1606,1755,1696,1955,2538,3897,1463,1988,2625,1697,1954,1062,2711,2200,2665,1456,1090,709,1403,3199,1133,1558,3878,"2016-03-03 02:43:01",1440,900,474,147,5,5,"AU","-27.0","133.0"
"43",3,3,5,2,5,1,4,2,5,1,2,5,2,5,2,2,1,1,2,1,1,5,1,5,1,5,1,4,5,5,4,4,2,1,4,2,4,1,1,2,5,2,4,1,4,1,4,3,5,4,12691,22505,7508,7606,11117,9386,6952,13349,7415,9641,11334,7118,59585,6257,11234,6367,22432,6484,5826,5341,7316,7330,5292,7832,6118,5864,5149,5635,4851,7385,15252,16619,27054,5615,7185,9622,8084,4433,10109,9611,34802,16818,1286,9360,8782,8167,6720,20320,5633,4451,"2016-03-03 02:43:12",768,1024,170,547,14,2,"FR","44.737","2.1233"
"44",2,1,4,1,5,2,2,5,1,3,4,0,5,2,4,4,1,1,2,4,5,5,1,5,1,5,1,5,5,5,2,2,2,3,1,3,1,1,4,3,2,1,2,1,2,3,4,1,4,3,15055,4193,2248,3655,3104,2208,5360,936,2696,4935,4024,0,3048,3944,3712,2839,2512,9752,2928,4480,3832,4064,2352,3377,3080,2536,4216,15264,4224,2145,3720,3808,4560,2392,5312,5120,3760,2768,1912,6816,4727,5568,7176,4512,3248,2993,10832,5064,6152,5192,"2016-03-03 02:43:54",1024,768,13,224,15,1,"IN","20.0","77.0"
"45",2,4,5,3,5,1,3,5,5,5,1,4,5,5,1,1,1,1,1,1,1,5,1,5,1,3,1,5,5,5,4,3,5,1,5,1,5,1,5,5,4,2,4,2,5,1,5,1,5,5,12503,13580,20980,58132,8413,39220,11047,68530,47971,19273,29608,10761,2724,116372,57349,37385,59785,42604,3096,3348,5099,8563,3540,111468,4528,43729,4325,39016,37218,44504,7852,52929,2692,49758,64288,72196,39052,38640,5035,2885,6593,15951,3012,8005,3395,6616,5231,4589,3684,3132,"2016-03-03 02:46:07",1366,768,1254,1396,53,1,"ES","41.3994","2.1757"
"46",3,1,4,3,4,2,3,2,4,5,4,3,4,4,4,4,4,5,5,4,3,4,1,5,3,4,2,4,5,5,2,3,3,4,4,4,2,2,3,4,2,4,5,3,3,1,5,2,5,3,5864,4167,4152,3040,3319,2519,3839,2898,2606,2807,3416,5784,3144,5544,3470,3056,3921,2239,1936,3230,4190,2384,4984,2968,6524,3615,4735,3046,2456,3063,4007,5272,7776,3591,3112,4558,6214,19028,3055,4784,3264,5567,3615,3585,2960,2231,2974,3320,3383,3575,"2016-03-03 02:46:28",1438,808,90,208,13,3,"IN","20.0","77.0"
"47",4,2,4,2,3,0,2,2,4,3,4,2,4,4,4,4,4,4,4,3,3,3,2,3,3,3,2,3,4,3,2,5,3,4,2,4,2,5,3,2,4,3,5,3,5,1,4,4,2,5,8597,24843,6779,4528,2684,0,6939,3939,5014,3124,8369,4160,1752,3431,2399,4751,3297,14795,2032,3854,9182,2273,8141,5925,9237,4546,4340,4121,5073,3086,11034,13350,3166,4944,19288,5367,3072,15792,8450,2622,3408,3650,1812,6630,4373,3567,3629,2406,4566,1367,"2016-03-03 02:53:26",360,640,648,295,17,1,"FR","43.6043","1.4437"
"48",3,3,4,3,4,0,4,3,2,3,2,4,4,2,3,3,4,4,2,4,1,5,2,5,1,5,1,4,5,5,2,5,4,2,1,4,2,3,1,2,4,4,4,1,3,2,5,3,4,3,5743,3477,6130,3436,4787,0,7263,2542,9142,5022,4051,5300,3047,2178,6420,6293,1379,2811,4357,2529,6150,2140,6325,3275,2916,9187,3705,4639,2884,1541,8344,2399,2773,3466,3422,4165,11687,7538,3436,2848,3632,3414,1990,4290,5537,6060,2743,3788,4569,6208,"2016-03-03 02:54:06",1366,768,8,223,11,1,"IN","20.0","77.0"
"49",2,4,4,2,3,2,2,4,1,5,2,4,4,2,2,2,2,2,2,2,1,4,1,4,2,3,2,5,4,4,3,2,5,1,3,2,4,2,3,4,4,1,3,1,4,2,4,3,5,4,5556,4695,4904,7872,5817,2736,3408,7863,9719,3920,9532,2720,2168,5368,4247,5896,2440,1488,1376,7416,4133,5256,2751,4784,1247,5560,3593,4832,6137,7887,3851,3272,2744,3231,10144,2008,4367,5568,8647,8480,2545,2848,4272,1720,4352,9247,2968,9744,3352,5256,"2016-03-03 02:54:14",1366,768,29,246,8,1,"FR","48.86","2.35"
"50",3,5,4,3,3,4,2,2,2,4,1,2,3,2,2,2,3,2,2,4,3,4,3,2,1,4,2,3,3,4,5,4,4,2,4,2,2,2,5,5,3,2,4,2,2,2,4,2,4,5,8120,5664,4968,5607,9504,4880,5592,4544,5680,3544,5792,4464,4768,3648,6160,2776,3216,5784,4432,3544,17049,10704,5384,5225,5472,4760,3385,7431,11344,576,6111,4288,5352,4591,6912,6656,5503,4800,3536,10768,6360,5176,3872,5040,6392,3880,7328,3496,6512,3192,"2016-03-03 02:55:00",1600,900,3,285,31,2,"AE","24.0","54.0"
"51",4,1,5,1,5,2,5,1,5,1,3,3,4,3,4,4,4,4,4,3,3,5,3,2,3,2,1,5,3,5,3,5,4,4,2,4,2,3,2,4,4,1,4,1,4,2,5,3,5,4,3611,2440,3758,2182,1935,1204,2565,2160,3296,1777,14813,2790,2474,2835,3150,3072,5277,844,1451,3746,5444,1564,2711,3713,3791,889,4084,1800,2722,1969,979,2442,1272,2047,5580,3645,4252,4039,2048,1260,4913,4973,1441,2543,3780,3858,7098,3195,3747,3027,"2016-03-03 02:57:21",2560,1440,108,161,15,1,"HR","45.1667","15.5"
"52",1,2,3,4,3,3,2,5,1,5,3,2,4,1,2,3,3,3,4,3,3,3,4,3,4,5,3,3,3,2,3,3,4,2,3,1,4,1,1,3,4,4,5,2,3,1,3,4,4,4,3476,4488,2002,2334,2128,4202,6396,3380,6049,3768,1280,2078,1287,2774,6804,2314,2996,2823,3894,2672,2983,2422,2614,2952,4374,2628,2476,3036,5284,2954,3436,7192,5264,3136,2768,5392,5436,2522,3268,3668,2966,3606,2350,5140,6370,4036,2926,3258,3400,2568,"2016-03-03 02:59:55",1366,768,24,179,14,1,"US","36.2082","-86.879"
"53",1,4,1,3,2,3,2,3,4,4,5,2,5,2,3,3,0,4,5,4,3,4,4,4,3,4,2,2,3,1,4,2,5,4,1,3,4,4,2,3,5,2,5,2,4,2,4,4,5,4,4876,6506,2240,4306,3180,2840,2323,1965,2062,2650,1912,4266,910,1709,3618,4355,0,1368,1558,2218,3836,2191,2574,1853,6386,3278,6272,2435,7880,2418,4575,3289,2732,4439,1920,4444,1516,2606,1513,2388,1434,4856,1174,3774,5344,1359,3594,4684,2234,3296,"2016-03-03 03:00:23",1280,800,16,157,6,1,"GR","37.9667","23.7167"
"54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,12088,NA,NA,12024,NA,NA,NA,NA,10561,NA,9143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3728,NA,NA,NA,NA,NA,NA,14143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"55",2,4,4,4,4,2,2,4,4,4,2,2,4,2,2,2,2,1,1,4,1,4,1,5,1,5,2,4,5,4,2,2,5,1,2,2,4,1,2,4,4,3,4,2,4,2,4,2,4,4,8238,2974,4564,4697,4746,3450,4300,2619,10503,3562,4628,3324,13013,2974,1935,3821,2447,2378,7534,2220,4601,7709,2983,5176,3517,5030,3782,4852,2318,3637,4257,9429,2191,2109,9352,7650,4740,3754,9613,3784,4015,13588,2195,3850,5624,8147,2881,3619,4546,1727,"2016-03-03 03:02:23",1280,720,22,246,18,1,"IN","28.6667","77.2167"
"56",5,1,5,2,4,1,4,3,4,2,2,4,4,4,3,1,1,1,2,2,1,5,2,4,1,4,1,4,4,4,3,2,3,2,2,2,4,2,3,4,5,1,4,1,4,2,5,5,4,4,7398,1989,3201,1515,2452,1751,3346,3463,2084,3115,3849,2099,4482,2647,1847,2299,2868,1784,4878,2948,1449,3796,1884,3000,3529,2167,1935,2417,2651,2081,3983,3384,1780,4434,1467,3364,1482,4548,2697,2370,2542,2287,2467,1486,1730,5300,3382,2532,2368,1001,"2016-03-03 03:03:51",1280,1024,3,141,4,1,"GB","51.5166","-0.192"
"57",2,4,3,5,2,4,3,3,4,5,4,3,5,4,4,4,4,4,4,4,2,4,3,4,2,4,3,3,4,2,3,4,3,4,1,4,3,3,2,4,5,2,5,2,4,2,5,4,4,5,5553,3101,2353,1587,7814,2303,3350,5522,2003,1801,1536,3098,2681,1518,2985,1417,2812,1883,1850,434,5402,2282,1450,2263,2454,1799,3335,2614,3063,3449,4527,3881,2649,1869,2114,2399,2616,2301,2035,5366,1700,2919,4133,5282,3231,2033,2000,1849,2200,1218,"2016-03-03 03:06:44",1366,768,2,142,5,1,"BR","-12.25","-38.95"
"58",3,2,5,1,3,2,5,3,2,4,4,4,2,1,2,1,2,2,1,3,3,3,1,3,2,2,2,3,2,3,4,2,4,1,3,4,2,3,3,4,3,2,3,3,3,1,4,3,3,3,9777,2816,4640,4200,3495,2272,6672,7478,7280,3256,40087,4952,5505,9664,4784,5832,3144,2584,4608,2360,17304,3648,3656,3520,4360,3504,4912,4304,3800,4816,7144,4280,4871,3872,4824,3904,6808,3856,1832,3696,9568,5088,7919,3937,4095,6288,3777,10520,3199,3576,"2016-03-03 03:07:45",1600,1200,5,293,13,10,"GB","53.45","-2.7333"
"59",4,5,4,4,4,1,2,2,0,3,5,2,4,4,3,2,3,1,3,2,1,4,2,5,0,4,1,4,3,5,4,1,3,3,4,1,5,1,4,4,5,1,3,1,5,1,4,5,2,5,4479,4328,4823,5305,2260,6521,2457,6054,0,3822,2292,4128,3111,3024,1957,2592,4924,2742,1463,3150,3547,3486,3140,2732,0,10743,2630,4341,8856,2009,3053,4761,5071,4279,6734,3101,2456,2294,2357,3089,2148,4419,4592,3436,1479,5579,1896,3970,6808,6475,"2016-03-03 03:07:49",1366,768,18,192,10,1,"IN","20.0","77.0"
"60",3,3,4,3,2,2,3,5,4,5,2,4,5,2,4,2,5,1,4,3,2,4,3,4,2,3,2,4,2,3,4,2,3,3,3,4,5,2,4,4,3,3,3,3,4,3,3,3,4,3,11656,4240,9792,4800,2680,1647,3440,3127,2264,2744,2968,2824,3992,3256,1992,2928,2000,2304,10783,2216,5879,2216,8512,1904,2936,3624,3424,5784,2264,4464,39982,3560,2208,2472,3080,3456,2600,2248,3952,5144,3264,3319,3551,2928,1880,2552,2976,2672,2928,1503,"2016-03-03 03:08:02",1440,900,5,220,13,10,"GB","53.45","-2.7333"
"61",2,1,3,3,5,2,4,5,5,3,5,1,5,1,5,5,1,5,5,5,4,5,4,4,2,4,1,4,4,5,1,1,5,5,1,5,5,5,1,1,2,5,5,5,1,2,4,2,4,3,6696,5267,3948,4834,32934,4182,5266,3399,18767,9566,3331,2885,2432,4516,4301,2818,3198,10629,2417,2734,4701,1482,3850,3818,5066,5316,2401,4568,1566,1451,2385,4867,3335,4649,3185,4718,3650,21872,2235,5750,6584,4017,1634,2984,3200,3384,3184,95819,5316,1882,"2016-03-03 03:08:16",1366,768,13,355,12,1,"OM","21.0","57.0"
"62",5,1,5,1,5,1,5,3,3,3,4,3,3,1,3,4,3,2,3,1,3,2,3,1,5,1,4,3,2,2,3,1,3,3,1,3,2,1,1,1,4,5,3,5,3,1,3,2,4,3,4628,7512,4808,11000,3072,2408,5128,3552,2999,4463,5760,5921,2536,5192,2537,4496,8400,4865,2984,1560,5960,6240,4448,5528,6416,4536,10384,3904,5713,4649,5848,6224,4536,4368,4568,3880,4408,4528,4088,3712,8168,8871,2960,3592,3431,6168,4816,5440,2720,2816,"2016-03-03 03:09:36",1280,1024,3,247,19,10,"GB","53.45","-2.7333"
"63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3799,NA,NA,8348,NA,NA,NA,NA,17915,NA,3780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2982,NA,NA,NA,NA,NA,NA,6667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
"64",4,1,4,2,5,1,4,2,5,2,3,4,4,2,4,4,3,2,3,2,1,4,3,5,2,5,2,4,5,4,4,4,3,3,4,4,3,2,4,2,3,2,4,2,3,2,4,2,5,3,5522,1112,7928,5687,4603,4945,4176,3808,2850,3403,4329,3393,6649,3500,2901,2695,3660,2336,2704,2323,6221,8365,919,721,4687,5419,4561,5495,3020,4963,3767,3655,5501,5715,5454,4558,14277,3297,4511,2633,7315,3268,3555,8231,5562,2950,3365,2449,2820,2507,"2016-03-03 03:11:20",360,640,47,220,9,1,"AU","-27.0","133.0"
"65",1,4,3,5,2,5,3,4,4,3,3,3,4,2,2,3,5,4,3,5,2,4,1,4,2,4,2,5,4,4,2,5,4,4,1,4,1,3,1,4,4,1,5,3,3,2,5,1,4,4,3214,3501,3766,4884,2269,4619,3354,5035,2884,6662,7004,3502,2317,37229,1650,1233,2780,2784,10783,3350,3954,5518,1647,5300,2466,1049,2746,5084,1918,4418,2212,3415,2531,4366,5249,6034,1934,7084,2000,23652,2283,2784,2168,3026,3915,2268,2401,2032,3572,1132,"2016-03-03 03:12:22",768,1024,33,232,4,1,"ES","41.4969","2.1574"
"66",3,3,2,2,4,2,3,3,4,3,2,4,3,2,3,2,2,3,2,1,2,4,1,5,2,3,2,4,4,5,3,4,4,2,2,3,4,3,3,3,3,1,4,1,3,1,5,4,4,4,6614,7744,2979,2158,2089,1469,6538,2211,2553,1938,6534,2557,4042,4505,3395,1699,1874,3175,1787,3889,2383,2661,4105,2458,2597,1859,2705,1899,1679,2087,8572,2170,3060,2593,2522,4715,2406,2796,7759,3391,4384,3424,2194,6112,2158,2238,2900,1775,2478,1328,"2016-03-03 03:13:14",1440,900,3,164,10,1,"FR","48.8322","2.3561"
"67",2,3,2,4,2,2,2,3,3,4,4,2,2,1,4,4,5,5,3,5,2,3,3,4,2,4,2,4,4,2,2,5,4,5,1,5,3,4,2,5,4,2,4,4,4,1,4,4,4,5,5083,5047,4798,3296,4026,2283,4890,3547,1779,3122,4101,4457,6357,2615,14708,4679,5919,2191,2759,1602,4502,3724,2092,2516,4402,3548,3534,2614,2828,2478,2774,4978,7215,6707,3266,7811,12314,2333,2663,5247,1780,4766,2945,4574,1272,2912,3409,2949,18760,1656,"2016-03-03 03:14:07",1440,900,44,222,8,1,"GB","52.9667","-1.1667"
"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2816,NA,NA,4224,NA,NA,NA,NA,2648,NA,1776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1728,NA,NA,NA,NA,NA,NA,1864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"69",3,5,3,4,2,5,2,4,5,5,4,3,3,4,2,5,5,5,4,4,5,2,2,4,3,4,3,4,4,3,4,1,5,2,3,4,5,3,4,4,4,1,5,1,4,1,5,3,5,5,6560,3403,4872,8241,1833,4580,7232,4618,3716,6429,3299,4892,2317,2519,7883,2715,5465,14422,1133,1001,16163,5980,1667,2337,5275,1333,4910,4446,4620,6931,2971,4247,5282,4160,4016,11374,5420,21895,3533,4047,5587,5599,2451,6819,1983,4072,3138,13984,2970,866,"2016-03-03 03:15:45",768,1024,21,268,14,1,"PH","14.5833","120.9667"
"70",1,5,2,4,2,4,1,2,4,5,4,2,4,1,3,4,3,3,4,5,1,1,1,4,4,4,5,3,3,2,4,3,3,3,2,3,5,1,4,4,5,1,4,1,4,1,4,4,5,5,4978,2947,3091,52760,1935,3559,3179,4627,11360,1903,4646,2459,2186,4261,918,2507,2673,4914,3190,7684,3157,2505,2670,3077,6128,2287,23863,15000,2339,6381,3422,4943,8170,3588,4745,4962,2388,4710,3308,3674,3013,5009,3576,3992,1251,2368,2555,2769,2017,1051,"2016-03-03 03:17:59",1280,800,2,267,6,1,"HK","22.3167","114.1833"
"71",3,4,5,3,5,2,4,4,5,3,5,3,5,3,3,1,3,3,1,5,2,5,3,5,3,5,1,5,5,5,5,1,5,3,3,1,3,3,2,4,4,1,5,1,4,1,5,1,5,5,10973,3366,3360,1558,2728,3078,4045,3163,4052,2656,32298,9009,1348,23400,2165,7296,22056,3442,6247,2714,6335,1399,2737,3100,4268,6794,4472,18019,3368,3556,4294,4162,3053,3306,6741,1828,1833,1714,2927,7150,3654,6195,3385,3638,14229,1780,6302,2747,3887,1373,"2016-03-03 03:18:26",320,480,20,313,21,7,"PH","14.5833","120.9667"
"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2916,NA,NA,4650,NA,NA,NA,NA,2328,NA,6517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47952,NA,NA,NA,NA,NA,NA,3641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA
"73",1,5,1,5,1,5,1,5,1,1,3,1,5,3,1,1,1,3,1,1,1,1,5,1,1,1,5,1,5,1,1,1,5,1,3,1,1,3,3,1,1,1,3,1,3,1,5,1,3,5,10203,4919,2474,4710,3578,3265,4047,2776,5278,3809,5813,3041,6879,3468,4243,4110,3401,5755,4555,1741,23121,3827,3777,4964,6370,2668,8542,3721,4046,3458,3121,4733,3259,4278,5413,4428,2388,4539,2706,6054,2994,11914,1430,3725,4628,3313,3343,3694,3881,3256,"2016-03-03 03:21:04",360,640,5,238,31,2,"HK","22.2833","114.15"
"74",2,3,3,3,3,3,4,3,3,4,4,2,5,2,4,4,4,4,4,5,2,4,1,4,2,4,2,3,4,4,4,3,4,3,3,4,4,2,4,4,4,2,5,2,4,2,4,5,4,4,2306,1537,1568,1604,1304,902,2720,1869,2255,1937,2585,919,909,1433,3425,934,1338,2706,1002,1686,1634,2101,2974,1685,1435,1185,2055,1621,2170,1135,2473,1906,4359,1188,3204,1721,2169,4960,1421,1419,888,2941,1829,2057,1970,2576,1320,1453,1320,2355,"2016-03-03 03:21:45",1280,800,4,97,4,1,"DE","51.5198","7.4378"
