"","EXT1","EXT2","EXT3","EXT4","EXT5","EXT6","EXT7","EXT8","EXT9","EXT10","EST1","EST2","EST3","EST4","EST5","EST6","EST7","EST8","EST9","EST10","AGR1","AGR2","AGR3","AGR4","AGR5","AGR6","AGR7","AGR8","AGR9","AGR10","CSN1","CSN2","CSN3","CSN4","CSN5","CSN6","CSN7","CSN8","CSN9","CSN10","OPN1","OPN2","OPN3","OPN4","OPN5","OPN6","OPN7","OPN8","OPN9","OPN10","EXT1_E","EXT2_E","EXT3_E","EXT4_E","EXT5_E","EXT6_E","EXT7_E","EXT8_E","EXT9_E","EXT10_E","EST1_E","EST2_E","EST3_E","EST4_E","EST5_E","EST6_E","EST7_E","EST8_E","EST9_E","EST10_E","AGR1_E","AGR2_E","AGR3_E","AGR4_E","AGR5_E","AGR6_E","AGR7_E","AGR8_E","AGR9_E","AGR10_E","CSN1_E","CSN2_E","CSN3_E","CSN4_E","CSN5_E","CSN6_E","CSN7_E","CSN8_E","CSN9_E","CSN10_E","OPN1_E","OPN2_E","OPN3_E","OPN4_E","OPN5_E","OPN6_E","OPN7_E","OPN8_E","OPN9_E","OPN10_E","dateload","screenw","screenh","introelapse","testelapse","endelapse","IPC","country","lat_appx_lots_of_err","long_appx_lots_of_err"
"867",3,2,4,3,3,2,5,3,3,3,3,2,3,3,2,1,2,1,2,3,1,5,1,5,4,4,2,3,3,4,4,3,5,2,1,4,2,2,4,3,4,2,5,1,4,1,4,4,5,5,4244,2117,4553,3923,3226,3620,3980,3366,4060,3424,2470,2423,3507,3796,3690,2233,3153,3740,2709,2340,2403,2003,3503,3580,3214,2550,5703,4593,3857,2583,2297,3710,1943,4523,2909,5041,3143,2757,24851,3660,2636,4155,2237,3557,3237,4790,4707,2456,2510,2093,"2016-03-03 13:46:08",1366,705,32,195,46,13,"US","38.8933","-77.0146"
"868",1,1,4,2,4,1,3,5,3,3,4,2,4,4,3,5,2,1,4,2,5,5,1,5,1,5,1,5,4,4,5,1,1,1,5,5,5,1,2,2,1,5,1,4,4,4,3,2,3,3,8403,2717,5194,4216,3517,3188,2739,3377,2412,2614,3099,4598,3823,3632,5157,2146,3783,5827,3277,2311,2616,3162,3633,2426,3949,3034,10451,7810,3061,5574,2515,3442,3859,3657,3390,8826,2896,5179,3339,5207,4039,9639,2375,3671,4927,2696,2579,3835,3758,3021,"2016-03-03 13:46:59",1600,900,49,210,21,2,"GB","51.5","-0.13"
"869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5662,NA,NA,5717,NA,NA,NA,NA,3344,NA,3923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4118,NA,NA,NA,NA,NA,NA,4383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
"870",5,5,4,3,1,5,5,5,1,5,2,3,2,3,5,4,3,3,2,3,0,3,1,2,4,3,2,5,4,3,3,3,5,1,2,3,3,3,2,3,1,4,3,4,3,2,2,4,5,3,19012,4143,5172,6517,4702,4376,9512,3736,5490,4965,4074,5942,8022,7242,4968,5616,7276,3624,6705,2793,0,3579,9426,4234,9643,5916,5293,6105,7103,5605,7928,4723,3797,8271,5875,10987,4758,5376,4956,4341,3329,4918,6149,5147,3602,5746,8909,5717,5396,5012,"2016-03-03 13:50:06",1440,900,7,297,25,1,"US","29.7397","-95.5238"
"871",3,2,5,4,3,4,5,5,3,3,4,4,4,3,5,5,3,3,3,5,3,2,4,4,3,4,3,2,3,3,3,4,3,4,5,3,3,3,1,1,3,2,4,3,2,3,1,2,1,3,8367,3592,6849,10564,901,4600,3108,4159,2824,2708,3115,1675,1867,5898,2681,6376,1059,1416,2852,2924,2769,4136,3208,2826,499,1791,2824,9525,2894,741,1850,6765,13564,2526,7954,21943,1676,3060,2616,11552,2567,5401,2724,5400,2459,2143,9823,4332,3483,2534,"2016-03-03 13:50:14",768,1024,4,225,20,2,"US","31.551","-97.1382"
"872",1,1,5,1,5,1,1,1,1,1,5,1,5,1,1,4,5,5,5,4,1,5,1,5,1,5,1,3,5,1,5,1,5,1,4,1,1,1,1,1,5,2,5,1,3,1,5,1,5,4,10332,5921,5007,6301,2590,4838,5935,10836,2085,5961,3485,2450,7639,2052,4909,5486,4288,2685,7405,5590,4382,2516,2576,2971,3358,1370,3289,8607,3726,8208,7145,2481,3346,5027,7707,5482,3060,2477,5424,2824,2212,3425,2005,2413,5935,7257,2233,9460,3984,9637,"2016-03-03 13:50:22",383,638,35,243,14,1,"NONE","NONE","NONE"
"873",1,2,2,4,2,2,1,5,1,4,5,2,5,2,3,3,3,3,4,4,1,4,2,4,4,3,2,3,4,3,3,1,4,3,2,2,5,2,3,4,4,4,2,3,4,3,4,4,4,3,10491,3648,4561,6744,4688,8111,1841,7824,9544,4367,3656,11145,2888,8760,16935,19504,5233,3041,4312,25976,8248,6879,6456,7592,5112,21232,4519,3177,4167,6544,21143,9400,3408,14129,2688,8825,2967,8215,3249,1761,4408,7719,28967,25657,5257,17199,4967,4520,6088,19184,"2016-03-03 13:50:48",1024,768,34,439,15,1,"US","39.8928","-82.9588"
"874",3,1,5,3,5,3,2,5,3,3,5,2,5,2,3,4,3,3,3,4,1,5,1,5,1,5,1,5,5,3,4,1,5,2,5,1,5,1,5,5,3,1,3,3,3,3,5,1,5,3,9499,5953,3355,4973,4330,3469,6056,3228,3057,5800,6582,6893,1649,3138,4364,18478,7689,2583,7177,2840,10432,4976,2896,4653,3559,4388,22016,5518,2941,5009,7145,3487,2776,6401,3009,3599,2414,2427,2401,3163,11794,6058,2160,3045,1752,3816,2928,3367,2846,2291,"2016-03-03 13:51:35",1366,768,15,257,19,1,"CA","43.447","-80.4725"
"875",5,3,4,2,4,4,5,3,4,2,2,4,3,4,2,2,3,2,3,3,2,5,2,4,2,4,2,4,4,4,1,4,2,4,2,4,2,4,2,3,4,2,4,1,3,2,5,4,5,4,6186,3651,5034,2763,5685,3770,3053,2800,4569,3449,3017,14847,3730,3884,3914,2867,3161,10462,5515,2766,4130,2683,2984,2863,3196,9379,3300,7447,5400,3250,3516,3800,3682,6123,2607,6034,2663,5086,4901,4617,3483,12036,3184,680,4016,2584,2726,4149,5602,2416,"2016-03-03 13:51:58",320,568,30,225,16,2,"US","38.0","-97.0"
"876",5,1,5,1,5,1,5,1,5,1,2,1,5,1,5,4,5,5,5,4,4,5,4,4,4,2,1,3,5,5,1,5,4,1,1,5,1,1,2,2,5,1,5,1,5,1,5,5,5,5,17160,6561,4428,4365,3614,5666,12375,4702,4820,3157,6288,3435,5041,4471,3808,8046,3430,4418,4041,3501,6246,4182,6358,6731,6335,5564,4714,3803,5994,7520,4935,5517,6851,4658,3794,5608,2814,4972,4469,4466,9288,3325,4437,4957,5301,4294,4970,4942,4941,3716,"2016-03-03 13:52:29",360,640,26,278,15,65,"US","37.4192","-122.0574"
"877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3018,NA,NA,1419,NA,NA,NA,NA,2150,NA,2031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2470,NA,NA,NA,NA,NA,NA,2969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
"878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,7816,NA,NA,3992,NA,NA,NA,NA,7600,NA,6224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8240,NA,NA,NA,NA,NA,NA,5736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2514,NA,NA,1974,NA,NA,NA,NA,1546,NA,2688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4655,NA,NA,NA,NA,NA,NA,3189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518,NA,NA,NA,NA,NA,NA
"880",1,2,2,5,2,4,1,5,1,5,2,5,4,3,3,3,1,1,3,3,1,2,1,5,3,4,2,5,5,5,1,4,3,2,2,1,2,1,3,2,1,3,3,2,3,2,3,4,2,1,6773,5331,8780,6619,4627,2083,6035,5600,6499,2069,7580,9247,4667,4384,4834,2503,7450,2978,3453,4034,8820,11737,6669,3787,7224,7185,9696,11233,8683,3638,3951,8855,3499,3446,4668,7398,5546,1018,3082,8244,3069,4269,3428,9314,10715,5400,2984,4720,8262,4068,"2016-03-03 13:54:29",1024,768,6,293,27,1,"US","37.563","-122.3255"
"881",0,2,5,3,4,2,4,3,5,5,3,4,5,3,3,3,5,2,4,2,2,5,3,4,1,4,2,5,5,4,3,2,4,2,4,3,5,0,3,3,2,2,3,2,5,1,5,0,4,4,0,6205,2781,4233,4823,26607,9520,5244,5544,2806,980,3646,4546,3446,4982,4596,870,5415,7897,3908,7801,4018,5168,3901,3453,3866,4655,3596,2381,3668,3554,7149,3097,4188,10312,5933,5134,0,3175,7069,5197,15142,4263,4717,2687,5043,4690,0,4158,3974,"2016-03-03 13:55:57",1280,800,3,260,15,1,"US","39.0639","-108.5507"
"882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5144,NA,NA,3128,NA,NA,NA,NA,3160,NA,4720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3608,NA,NA,NA,NA,NA,NA,7392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
"883",4,1,3,2,5,1,4,4,4,2,4,3,4,1,3,3,3,3,4,1,3,3,3,2,2,2,4,2,2,5,3,3,3,1,5,1,5,2,5,4,4,1,5,1,4,1,4,5,5,5,6860,3356,3637,2873,3861,1030,8518,3082,5939,3198,3065,530,2517,2765,5954,2471,3085,5858,2998,1789,4488,1984,2170,2500,2538,3884,4965,2204,2016,2307,1897,7931,1594,2497,2427,3483,1919,2585,1938,4568,2200,2797,1888,3694,2963,973,2865,962,3735,3762,"2016-03-03 13:57:53",1280,800,26,161,28,1,"GB","53.6194","-2.7124"
"884",1,5,0,3,3,3,4,4,1,5,3,0,5,2,5,2,5,5,5,2,1,5,2,5,1,4,1,5,5,5,5,3,5,2,5,4,5,1,5,3,5,1,5,3,3,1,4,1,5,2,6878,16874,0,4880,6392,14905,6376,6749,3612,3171,5974,0,2385,10067,1192,6267,3418,2494,2387,910,4056,10262,9496,3108,7265,5037,3408,4708,3049,2238,4090,11392,5665,6639,5821,7130,11836,3170,2003,29760,3292,10187,4608,5602,5486,3813,4878,3322,2605,4401,"2016-03-03 13:58:19",1366,768,18,346,33,1,"GB","51.5985","-3.7973"
"885",1,5,1,5,2,5,1,5,1,4,4,4,4,4,5,2,1,1,1,3,1,5,1,5,4,5,2,4,5,5,1,5,5,5,1,5,1,4,1,4,4,2,3,1,3,2,2,4,5,3,10774,4329,7815,15602,4460,7412,11668,4787,8675,6607,6993,36808,6823,7866,9953,7620,3860,5294,2209,3980,1390,6063,20087,6203,5293,3739,13196,10678,4046,7098,40863,5083,12711,5288,2992,3601,3249,7491,4817,6240,16270,9132,14465,5203,5330,8043,10612,3676,5213,6516,"2016-03-03 13:58:41",360,640,106,553,18,1,"IN","20.0","77.0"
"886",4,3,5,2,3,3,4,3,4,3,1,5,2,1,3,3,1,1,1,1,1,4,1,4,2,5,2,5,4,4,2,3,3,2,2,5,1,1,1,2,4,2,5,1,4,1,3,4,5,5,9785,2651,2584,4254,3525,2920,6873,2949,4421,3688,2937,3607,4148,5031,3479,2646,4768,5697,2199,1881,5378,2993,3371,2789,3692,2864,2854,3705,4620,4118,3333,3873,4071,3305,3833,7136,5041,4184,2293,2938,4630,6803,2737,3061,2226,4026,3031,2759,3253,2834,"2016-03-03 13:58:42",768,1024,53,195,31,1,"AU","-33.8167","150.9833"
"887",3,4,4,4,4,2,2,4,2,4,4,4,2,2,1,2,2,2,2,2,1,4,2,5,4,4,3,2,4,5,2,2,4,1,2,2,4,4,4,3,3,1,4,1,4,2,5,3,4,3,21518,8501,4155,6694,3402,3934,4737,7537,8852,1950,3873,2237,5841,2630,5379,2268,3955,2178,5972,1365,2238,2940,1496,2800,8501,1686,8501,6362,2148,3040,5641,2158,1746,1735,2158,2339,2328,10749,1816,3824,3182,2829,4015,6042,1796,4808,2218,4917,6068,2298,"2016-03-03 14:00:12",1280,720,266,221,11,1,"US","38.0","-97.0"
"888",3,1,5,3,5,1,4,4,3,2,5,3,5,4,2,2,2,2,2,1,1,5,2,5,1,4,1,5,5,4,5,2,4,2,5,2,4,1,4,4,4,3,4,3,5,2,4,4,4,5,6072,3296,5581,4484,5990,3019,4479,4639,4561,3793,6218,6434,3662,4229,4313,2878,4226,2475,2406,6235,2749,1549,2932,2227,2870,2128,2029,3395,2636,1088,3529,6827,5150,2666,2361,5411,1505,2426,2296,1966,4988,5195,4485,3918,2376,5750,1758,2856,2766,1358,"2016-03-03 14:02:30",768,1024,22,184,13,1,"US","39.0842","-94.7864"
"889",5,1,5,1,3,5,1,2,5,5,3,5,4,3,4,3,4,4,3,3,4,3,4,4,5,2,3,2,2,4,2,4,3,4,1,1,4,4,3,3,4,1,4,4,4,1,5,4,4,4,12383,5109,2302,3427,5182,2912,6628,3338,2170,3638,6910,3978,5844,4353,5772,5125,4219,2884,4282,4169,9145,16622,2622,5908,4429,4129,4198,4034,5792,5147,3802,6336,2797,5025,3882,5609,6119,2421,7485,4936,2916,5289,15858,2891,2282,2368,2105,4611,2038,1532,"2016-03-03 14:06:16",1920,1080,2,253,10,1,"PT","39.1433","-8.6872"
"890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3142,NA,NA,3418,NA,NA,NA,NA,4001,NA,3545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6439,NA,NA,NA,NA,NA,NA,5670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA
"891",3,1,3,2,4,2,2,4,3,3,2,1,5,2,3,2,5,5,3,4,1,5,2,5,1,5,1,3,5,3,4,5,5,2,4,5,4,3,4,4,5,1,3,1,4,2,4,5,5,4,15031,7111,3541,5946,3552,3841,6084,4997,3614,4557,4790,5807,4621,4655,6746,4039,5555,4097,37484,5088,5292,3971,8528,4879,4529,3816,5072,5361,4721,4027,8152,6117,4086,4693,5073,4949,4922,4531,4458,5032,3930,4017,4692,7514,3770,5988,3831,5184,3993,3683,"2016-03-03 14:07:18",360,640,45,301,16,1,"SE","59.3","18.05"
"892",1,4,1,4,2,4,2,5,2,5,5,1,5,4,5,5,4,5,5,5,3,2,1,4,3,4,4,4,4,1,4,3,4,4,3,4,5,4,5,3,3,3,3,3,2,2,1,3,4,1,3640,2214,3000,2381,4219,1660,7986,3807,3278,2618,2265,2985,1894,2067,1720,1395,2734,1896,1775,1325,8522,3128,2449,2159,6414,2396,2930,3492,2982,8107,3759,2831,4882,1870,3974,3266,1471,4838,2048,2792,2250,3101,2142,2235,1913,2228,4970,2006,2576,3974,"2016-03-03 14:07:24",1280,800,3,169,13,1,"US","38.0","-97.0"
"893",1,5,1,4,2,5,1,1,2,5,5,1,5,2,4,5,4,5,5,5,4,3,4,4,4,5,4,2,4,1,4,3,2,4,3,5,5,4,5,5,4,4,4,1,3,3,2,5,5,2,4737,4693,4289,2695,2416,2846,3332,3433,3690,1409,3241,5100,4155,3630,3161,2674,2613,3602,1495,1351,4921,4594,3311,3893,3325,6395,2933,3911,2507,4182,5582,5594,3598,2694,2699,2673,2123,3234,2013,4662,4965,5554,3199,49127,3256,2919,2034,2210,2522,2470,"2016-03-03 14:07:42",1366,768,10,219,14,1,"GB","54.6171","-1.0699"
"894",4,4,3,3,4,2,4,3,4,4,3,3,4,3,2,2,4,2,4,2,1,4,2,4,2,3,1,4,4,4,4,2,4,3,2,2,4,3,4,4,3,2,4,2,3,2,4,3,4,4,15219,2715,2640,3110,1990,2341,3978,5539,3061,2287,2591,3726,3433,4956,3280,1610,3203,2368,1217,4043,2499,4415,6219,2362,5805,3252,2715,3539,1845,1859,2337,3102,1286,3851,1602,2909,2377,2258,1515,3443,1891,3911,1334,4074,1766,2618,1807,2760,2800,2049,"2016-03-03 14:08:37",1280,800,19,159,5,1,"GB","51.5","-3.2"
"895",4,1,5,2,4,1,4,2,5,3,2,4,4,3,1,2,2,3,2,2,1,5,2,4,2,3,2,4,4,5,3,3,4,3,3,4,3,2,3,2,5,2,4,1,4,1,4,4,4,4,9453,3459,2267,2023,1841,2348,2538,1680,2058,3107,3415,2372,1738,8094,2208,3002,4258,2696,1094,2433,1910,1933,2803,1912,2365,2121,3000,35962,1910,4738,1948,3533,2686,2425,2526,2640,3447,12104,3526,2260,1392,3670,2219,3092,1876,1773,47648,2853,2686,1806,"2016-03-03 14:08:49",1920,1080,176,233,19,1,"NL","50.8483","5.6889"
"896",1,4,2,4,3,4,1,3,4,4,2,4,3,2,2,1,2,2,2,2,2,4,1,4,2,4,1,2,4,2,4,2,5,4,2,2,4,3,4,4,4,1,5,1,4,1,5,1,5,4,4574,3169,3322,5325,4987,1388,5226,3105,5751,2869,3944,4292,3286,4351,3281,3094,5858,2293,3784,4625,4705,2968,3928,2784,2803,1206,2524,5469,3442,3436,6256,3500,2185,3618,4209,6061,1799,3669,2071,4118,4525,3198,1715,2077,3163,5027,1833,1746,3328,1152,"2016-03-03 14:08:52",601,962,158,178,6,130,"US","37.4192","-122.0574"
"897",1,3,1,5,1,2,1,5,1,3,5,1,5,3,4,0,5,5,5,3,3,3,3,3,1,3,5,2,2,2,3,2,3,1,3,4,3,3,3,3,3,3,5,0,3,1,4,3,4,4,10601,2981,2209,4256,3423,3315,3162,4283,3517,3929,2094,2053,2475,3085,3389,0,1928,2129,1872,1630,2562,2275,3759,2273,2138,3125,4697,3909,5347,3478,2522,4339,2229,2249,3011,6125,6503,4561,2319,5327,3317,3538,3528,0,2654,4130,5153,2586,2539,2323,"2016-03-03 14:09:00",1366,768,50,168,14,1,"NO","60.8629","8.5534"
"898",3,1,4,2,3,1,3,3,5,3,5,2,5,1,2,3,4,4,5,3,1,5,3,5,3,4,3,3,4,3,3,4,3,3,2,1,3,3,3,3,5,3,4,1,5,2,4,5,5,4,851,1202,2431,2299,1919,2616,3298,5552,2600,2630,1620,3031,1431,2967,2502,4851,1449,1848,1202,2633,20639,3136,2785,2166,5481,2666,3951,2501,1883,2133,4781,4166,4635,3168,3417,3134,1718,1451,4250,2368,7930,2252,1819,2632,1933,2702,2815,1684,4385,1133,"2016-03-03 14:09:00",320,568,14,161,4,2,"US","38.0","-97.0"
"899",2,3,3,2,4,2,2,4,2,4,5,3,4,2,2,4,4,3,4,4,2,4,2,4,1,4,2,4,4,3,3,2,4,2,2,4,4,2,2,3,4,2,5,1,3,1,3,4,4,4,32525,2081,3256,2720,1640,2296,5296,7160,3799,2104,1608,3288,3768,5560,4792,1768,2560,1984,1688,1740,3262,2600,4176,2176,7224,1512,4712,3016,2129,3120,2208,9944,1936,2856,2984,2928,1880,2880,1992,3520,1631,2246,2400,2840,1504,4035,3680,2472,4232,1272,"2016-03-03 14:09:34",1600,900,24,193,55,1,"US","41.0648","-72.4262"
"900",5,1,5,1,5,1,5,5,5,5,4,3,5,3,2,3,3,3,4,2,5,5,1,5,3,5,1,5,5,5,4,1,5,1,5,1,5,4,5,4,3,2,3,5,5,2,4,4,2,5,11938,3703,4044,4722,16003,4600,23450,4145,3125,3414,5906,10323,2388,2790,3332,3231,4019,5447,3674,4446,10569,3535,2679,2769,7916,3688,5098,6218,9064,2928,13248,6224,2608,2426,2662,4935,2573,3216,23226,6529,17132,11301,12888,7522,11536,7125,7575,2649,3085,3128,"2016-03-03 14:11:51",360,640,24,333,13,1,"US","35.2196","-80.1189"
"901",3,1,4,3,4,1,3,2,2,3,4,2,4,2,2,4,2,2,3,3,1,4,2,4,2,5,2,4,4,4,4,2,4,2,4,1,5,1,4,4,4,2,3,2,4,1,4,3,4,4,6799,2267,3632,4318,4429,2520,12433,2434,3869,7484,1034,8197,1615,4750,3367,9965,3249,10466,6501,4479,2149,2749,3586,2711,2120,2867,2433,2231,1348,3683,5167,6952,1468,3721,19382,4366,5519,3701,1735,1717,2817,8518,5245,1786,3000,3233,3800,4066,1383,1805,"2016-03-03 14:15:19",1920,1080,57,222,17,4,"US","38.0","-97.0"
"902",2,2,3,4,2,2,2,5,2,4,4,4,4,2,1,2,3,2,2,2,1,4,4,2,1,4,2,4,2,5,5,4,4,4,2,5,4,2,4,4,4,2,2,1,4,4,5,4,4,4,6645,1467,4127,3833,3856,2691,99204,2421,3342,3108,5895,2665,2114,2188,3256,3698,2960,2518,5241,2740,21529,2666,3734,5220,3563,4888,8328,2923,4375,2951,7064,6808,3477,3894,2972,3623,5061,6191,1637,7444,8261,4408,4152,39625,3438,3587,2335,6086,20641,3047,"2016-03-03 14:15:25",1366,768,430,371,13,1,"US","39.0639","-108.5507"
"903",1,5,2,4,1,4,1,2,2,5,4,1,5,1,4,4,4,5,4,5,1,5,2,5,1,4,1,1,4,3,4,3,5,2,2,2,4,1,2,3,4,1,5,1,4,1,3,0,5,5,17889,1867,960,1581,1617,3968,1915,2120,2657,1081,3699,1596,2808,1324,3373,4972,961,916,3083,1601,1208,1361,5564,2597,1914,1883,1273,22879,1985,2967,2157,4591,1387,4024,1491,1681,2892,1325,5568,5635,1427,3578,1291,1297,1431,2431,5337,0,1401,5099,"2016-03-03 14:16:28",768,1024,38,172,9,2,"US","42.3582","-71.0507"
"904",3,3,4,3,4,3,2,5,3,3,4,3,4,4,3,2,3,2,2,1,1,4,1,5,1,3,2,4,4,3,4,4,3,2,4,2,4,3,4,3,2,4,2,3,3,3,4,1,4,3,12504,7855,8976,4045,4465,4102,4000,4277,4672,6038,5264,5839,4690,3865,5289,5791,2416,3728,3384,1920,4742,2010,4890,3979,1727,3424,5640,3384,3457,2312,6688,4727,2142,4776,4952,4105,3209,1969,2576,3008,3593,3744,3214,1471,1961,2376,3578,2783,4962,6552,"2016-03-03 14:17:56",1440,870,5,212,11,8,"US","42.0039","-87.9703"
"905",3,4,4,4,1,4,2,2,2,4,2,5,4,4,5,2,4,2,3,2,2,5,3,4,1,4,2,5,4,4,0,4,4,4,1,4,3,3,3,3,2,3,4,2,5,2,4,2,3,4,5850,4738,2345,1678,5156,2592,4378,2475,3675,12147,7850,2832,1142,2642,5841,6358,3308,1957,3260,3278,4030,4015,5018,1500,5306,2435,1939,3279,2951,2941,0,5296,3633,2476,4490,2007,1977,4372,2543,11558,2065,5146,2584,4849,2674,2921,5751,2832,3842,2146,"2016-03-03 14:18:58",1440,900,2,191,12,9,"US","41.5245","-90.5157"
"906",5,2,5,1,5,1,5,2,5,1,2,2,4,1,1,4,4,2,3,1,1,4,1,5,3,0,3,5,4,4,4,1,4,1,3,1,4,1,4,4,3,1,5,4,4,1,4,3,3,5,8486,12005,2361,2577,1779,3458,4523,6070,3955,4704,13850,7715,3108,2410,3326,3908,5419,12121,4541,2577,3464,3342,2012,2777,29362,0,18123,2892,5039,3875,25273,18538,2478,1963,16626,11357,10526,11623,4306,16660,7283,3957,1929,6368,1696,2527,4190,16361,9027,8779,"2016-03-03 14:19:31",1280,800,28,366,20,1,"US","41.5382","-72.807"
"907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3153,NA,NA,3664,NA,NA,NA,NA,2341,NA,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5572,NA,NA,NA,NA,NA,NA,3042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
"908",3,3,4,3,1,4,2,2,4,4,4,4,5,1,4,4,4,4,4,4,1,4,5,4,1,4,2,2,4,4,2,5,4,4,2,4,1,5,1,2,4,2,4,2,3,2,4,4,5,4,3115,2104,3177,3769,2104,1320,3248,2865,2472,2585,3440,1908,2256,2104,11393,1536,3992,2825,1712,2672,2167,1592,1976,1624,2392,1752,2088,3843,4225,2416,1632,1880,1936,1696,4617,1665,3073,2941,1984,4792,1305,2492,968,3225,3544,2296,2368,3104,2144,2368,"2016-03-03 14:20:28",1440,900,4,136,8,1,"US","39.8437","-82.8933"
"909",1,4,3,4,2,2,4,4,1,5,4,3,5,4,2,1,4,4,2,1,1,4,2,5,1,4,1,4,4,2,3,3,5,2,4,2,4,3,4,3,4,2,4,2,4,1,5,4,5,4,3782,7447,3079,5265,6652,4374,8725,4280,3185,4235,3748,3660,3612,4183,3963,4967,5483,7055,5294,3941,1489,3850,2842,6105,4237,3870,3797,5624,4737,4648,14894,7010,3857,4274,5479,5275,4312,8497,5325,9544,3919,5244,5622,4567,4742,3489,5406,3855,4506,10155,"2016-03-03 14:21:04",320,534,37,264,6,14,"US","37.4192","-122.0574"
"910",2,3,3,3,3,3,2,4,2,4,3,4,2,4,2,2,1,2,3,2,2,5,1,4,2,4,2,4,4,4,4,2,4,2,4,1,4,1,4,4,4,2,3,2,4,2,4,3,4,4,82004,2034,1766,6310,3456,2181,7888,2296,1934,2501,1998,1619,18464,4588,3665,3361,4050,3132,3214,1465,3030,1532,2676,2098,3126,1551,4755,2274,3236,5555,2018,5675,3230,3284,2167,3671,3682,1969,1867,1251,1516,3231,4158,3206,2689,2099,4433,2001,3809,1189,"2016-03-03 14:22:00",768,1024,92,249,11,1,"US","39.7379","-104.985"
